id,SpeciesName,ResearchedBy,DataSuppliedBy,RefereedBy,Phylum,Class,Ordr,Family,Genus,Species,FoodType,Size,Flexibility,Fragility,Habit,Bioturbator,GrowthRate,DispPotAdult,Dependency,Sociability,Regeneration,Toxic,LifeSpan,Maturity,GenerationTime,ReprodFreq,ReprodSeason,LarvalSettlePeriod,Fecundity,EggSize,FertilizationType,DispPotLarvae,LarvalSettlingTime,ReprodLocation,BiogeographicRange,DepthRange,Migratory,biozone,devmech,envpos,feedingmethod,growthform,mobility,physpref,reprodtype,salinity,substratum,waterflow,waveexp
6272,"Dodecaceria concharum","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Terebellida,Cirratulidae,Dodecaceria,concharum,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6273,"Donax vittatus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Veneroida,Donacidae,Donax,vittatus,,Small(1-2cm),,,,,,,,Solitary,,,,,," ",,,,,,,,,,,"Insufficient info.",,,,"Passive suspension feeder, Active suspension feeder",,"Crawler, Burrower",,,,,,
6274,"Dosinia exoleta","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Veneroida,Veneridae,Dosinia,exoleta,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,"0 - 100 m",,,,,,,,,,,,,
6275,"Dosinia lupinus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Veneroida,Veneridae,Dosinia,lupinus,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,"0 - 120 m",,,,,,,,,,,,,
6082,"Dosinia spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Mollusca,Pelecypoda,Veneroida,Veneridae,Dosinia,,"Phytoplankton, detritus",Small-medium(3-10cm),"None (< 10 degrees)",Intermediate,"Free living",,"Not researched","Not researched",Independent,Solitary,0,"Not researched","11-20 years","1-2 years","Not researched",,"February to July","Insufficient information","Insufficient information","Insufficient information",External,"Not researched","Insufficient information","As adult","Temperate to warm temperate.","Low water to 120 m.","Non-migratory / Resident","Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral, Circalittoral Offshore, Bathybenthic (Bathyal)",Planktotrophic,Infaunal,"Active suspension feeder",Bivalved,Burrower,,"Permanent hermaphrodite","Full (30-40 psu)","Muddy gravel, Sandy mud, Mixed",,
6276,"Drilonereis filum","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Eunicida,Arabellidae,Drilonereis,filum,,"Medium(11-20 cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6049,"Drilonereis spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Annelida,Polychaeta,Eunicida,Oenonidae,Drilonereis,,"Small invertebrates","Medium(11-20 cm)","High (>45 degrees)",Intermediate,Ectoparasitic,,"Not researched","Not researched",,Solitary,0,"Not researched","Insufficient information","Insufficient information","Not researched",,"Throughout summer","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Not researched","Insufficient information","Insufficient information","Not researched","Not researched",,,,,Predator,"Vermiform segmented",Burrower,,,,"Muddy sand, Mud",,
6277,"Dulichia spp.","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Podoceridae,Dulichia,,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6278,"Dyopedos monacantha","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Podoceridae,Dyopedos,monacantha,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6279,"Dyopedos porrectus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Podoceridae,Dyopedos,porrectus,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6104,"Dysidea fragilis","Sean Lindsley-Leake",MarLIN,"This information is not refereed",Porifera,Demospongiae,Dictyoceratida,Dysideidea,Dysidea,fragilis,"Fine suspended organic matter.","Medium(11-20 cm)","Low (10-45 degrees)",Fragile,Attached,,,,Independent,Colonial,1,Yes,"Insufficient information","Insufficient information","Insufficient information","Annual episodic","June to August","Insufficient information","Insufficient information","Insufficient information",Internal,"Insufficient information","Insufficient information","Water column",Temperate.,"Insufficient information",,"Lower Littoral Fringe, Upper Eulittoral, Mid Eulittoral, Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral",Lecithotrophic,Epilithic,"Active suspension feeder","Crustose soft, Massive, Cushion","Permanent attachment",,"Budding, Permanent hermaphrodite",,"Bedrock, Large to very large boulders",,
6117,"Ebalia spp.","Sean Lindsley-Leake",MarLIN,"This information is not refereed",Crustacea,Eumalacostraca,Decapoda,Leucosiidae,Ebalia,,,Small(1-2cm),"None (< 10 degrees)",Fragile,"Free living",,,,Independent,Solitary,0,,"1-2 years","<1 year","<1 year","Annual episodic","September to November","June to September",2400,0.28mm,Internal,100-1000m,"1-2 months","As adult",,,,,Planktotrophic,,,,Crawler,,Gonochoristic,,,,
4248,"Echinocardium cordatum","Lizzie Tyler","University of Sheffield","This information is not refereed.",Echinodermata,Echinoidea,Spatangoida,Loveniidae,Echinocardium,cordatum,Detritus,Small-medium(3-10cm),"None (< 10 degrees)",Fragile,"Burrow dwelling",,"1-2 cm/year",1km-10km,Independent,Gregarious,0,,"11-20 years",,"Insufficient information","Annual episodic","Spring and summer","Insufficient information",1000000,,External,"Insufficient information",,"Water column","Not researched","0 - 230 m","Seasonal (reproduction)","Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral, Circalittoral Offshore",Planktotrophic,Infaunal,"Surface deposit feeder, Sub-surface deposit feeder",Globose,Burrower,"Open coast, Offshore seabed, Strait / sound, Enclosed coast / Embayment",Gonochoristic,"Reduced (18-30 psu), Full (30-40 psu)","Coarse clean sand, Fine clean sand, Muddy sand, Sandy mud","Insufficient information","Sheltered, Very Sheltered, Extremely Sheltered"
6280,"Echinocardium flavescens","Lizzie Tyler","University of Sheffield","This information is not refereed.",Echinodermata,Echinoidea,Spatangoida,Loveniidae,Echinocardium,flavescens,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,"5 - 325 m",,,,,,,,,,,,,
6028,"Echinocyamus pusillus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Echinodermata,Echinoidea,Clypeasteroidea,Fibulariidae,Echinocyamus,pusillus,"Organic detritus",Small(1-2cm),"None (< 10 degrees)",Fragile,"Free living",,"Not researched","Not researched",Independent,Solitary,0,"Not researched","Insufficient information","1 year","Not researched"," ",Summer,"August to September",,"224 &#181;m diameter",External,"Not researched","1-2 months","As adult","Temperate to warm temperate.","0 - 1250 m","Insufficient info.",,Planktotrophic,Infaunal,"Surface deposit feeder, Sub-surface deposit feeder",Globose,Burrower,,Gonochoristic,,"Coarse clean sand, Gravel / shingle",,
6522,"Echinogammarus planicrurus","Chris Chance",MarineEcoSol,"This information is not refereed.",Arthropoda,Eumalacostraca,Amphipoda,Gammaridae,Echinogammarus,planicrurus,"Not researched",,"Not researched","Not researched","Not researched","Not researched","Not researched","Insufficient information","Not researched","Insufficient information","Not researched","Not researched","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Not researched","Not researched","Mean 1.4 eggs winter, 5.9 summer, 14 max","Not researched","Insufficient information","Insufficient information","Insufficient information","Brood chamber / Pouch","Not researched","Not researched","Not researched","Field unresearched",,"Not researched","Field unresearched","Not relevant","Insufficient information","Field unresearched",,"Field unresearched","Field not researched","Field unresearched","Field unresearched"
6281,"Echinus elegans","Lizzie Tyler","University of Sheffield","This information is not refereed.",Echinodermata,Echinoidea,Echinoida,Echinidae,Echinus,elegans,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,"50 - 2000 m",,,,,,,,,,,,,
4193,"Echinus esculentus","Dr Harvey Tyler-Walters and Lizzie Tyler","MarLIN and University of Sheffield","This information is not refereed.",Echinodermata,Echinoidea,Echinoida,Echinidae,Echinus,esculentus,"Recorded feeding on; worms, barnacles (e.g. <i>Balanus</i> spp.), hydroids, tunicates, bryozoans (e.g. <i>Membranipora</i> spp.), macroalgae (e.g. <i>Laminaria</i> spp.), bottom material and detritus (reviewed by Lawrence 1975).","Medium(11-20 cm)","None (< 10 degrees)",Fragile,"Free living","Not relevant","See additional information",1km-10km,Independent,Gregarious,0,,"6-10 years","1-2 years","1-2 years","Annual episodic",Spring,,20000000,,External,>10km,"1-2 months","Water column","Not researched","0 - 1200 m","Non-migratory / Resident","Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral",Planktotrophic,Epifaunal,"Grazer (grains/particles), Grazer (fronds/blades), Grazer (surface/substratum)",Globose,Crawler,"Open coast, Strait / sound, Sealoch, Ria / Voe, Enclosed coast / Embayment",Gonochoristic,"Full (30-40 psu)","Bedrock, Large to very large boulders, Small boulders, Artificial (e.g. metal/wood/concrete), Rockpools, Under boulders, Caves, Crevices / fissures, Overhangs","Moderately Strong (1-3 kn)","Exposed, Moderately Exposed, Sheltered"
6282,"Echiurus echiurus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Echiura,Echiuroidea,Echiurida,Echiuridae,Echiurus,echiurus,,"Medium(11-20 cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,"Surface deposit feeder, Sub-surface deposit feeder",,,,,,,,
4111,"Edwardsia ivelli","Angus Jackson",<em>MarLIN</em>,"Dr Simon K. Davy",Cnidaria,Hexacorallia,Actiniaria,Edwardsiidae,Edwardsia,ivelli,"No text entered",Small(1-2cm),"High (>45 degrees)",Fragile,"Burrow dwelling","Not relevant","Insufficient information","Insufficient information",Independent,Solitary,0,,"Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Not researched","<1 m","Non-migratory / Resident",Lagoonal,,Infaunal,"Passive suspension feeder","Vermiform unsegmented","Burrower, Temporary attachment","Isolated saline water (Lagoon)",,"Not relevant, Insufficient information",Mud,"Very Weak (negligible)","Not relevant, Ultra Sheltered, Extremely Sheltered"
4403,"Electra pilosa","Dr Harvey Tyler-Walters",<em>MarLIN</em>,"Dr Peter J. Hayward",Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Electra,pilosa,"Phytoplankton, algal spores.",Small-medium(3-10cm),"None (< 10 degrees)",Fragile,Attached,"Not relevant","Specific growth rate 0.08 / day",10-100m,Independent,Colonial,0,-1,"Insufficient information","Insufficient information","<1 year","Annual episodic","August to September",,"Up to ca 30 oocytes","121-145 &#181;m",Internal,>10km,"See additional information","Water column","Not researched","Intertidal to at least 50m","Non-migratory / Resident","Mid Eulittoral, Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral",Planktotrophic,"Epifaunal, Epilithic, Epiphytic, Epizoic, Epibenthic","Active suspension feeder","Crustose hard","Permanent attachment","Open coast, Strait / sound, Sealoch, Ria / Voe, Estuary, Enclosed coast / Embayment","Budding, Permanent hermaphrodite","Full (30-40 psu)","Bedrock, Large to very large boulders, Small boulders, Cobbles, Algae, Other species (see additional information), Artificial (e.g. metal/wood/concrete), Seagrass, Under boulders, Caves, Overhangs","Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn)","Moderately Exposed, Sheltered"
6401,"Ennucula tenuis","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Nuculoida,Nuculidae,Ennucula,tenuis,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,Lecithotrophic,,,,,,,,,,
4747,"Ensis ensis","Jacqueline Hill",<em>MarLIN</em>,"This information is not refereed.",Mollusca,Pelecypoda,Veneroida,Pharidae,Ensis,ensis,"Suspended organic detritus","Medium(11-20 cm)","None (< 10 degrees)",Fragile,"Burrow dwelling",,"2-4 cm/year",10-100m,Independent,Gregarious,0,,"11-20 years","3-5 years","Insufficient information","Annual episodic",Summer,"Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","1-2 months","Insufficient information","Not researched","to a depth of 60m","See additional information","Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral",Planktotrophic,Infaunal,"Active suspension feeder",Bivalved,Burrower,"Open coast, Offshore seabed, Strait / sound, Enclosed coast / Embayment",Gonochoristic,"Full (30-40 psu)","Fine clean sand, Coarse clean sand","Moderately Strong (1-3 kn), Weak (<1 kn)","Sheltered, Very Sheltered, Extremely Sheltered, Ultra Sheltered"
6283,"Ensis spp.","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Veneroida,Pharidae,Ensis,,,"Medium(11-20 cm)",,,,,,,,,,,"11-20 years","3-5 years",," ",,,">1 million","70 mm diameter",External,,"30 days",,,,,,Planktotrophic,Infaunal,,,,,,,,,
6284,"Ericthonius difformis","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ericthonius,difformis,,Small(1-2cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6285,"Escharella immersa","Lizzie Tyler","University of Sheffield","This information is not refereed.",Bryozoa,Gymnolaemata,Cheilostomatida,Romancheinidae,Escharella,immersa,,,,,,,,,,Colonial,,,,,," ",,,,,,,,,,,"Insufficient info.",,,,"Passive suspension feeder, Active suspension feeder",,"Permanent attachment",,,,,,
6286,"Eteone flava","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,flava,,"Medium(11-20 cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,"Predator, Scavenger",,,,,,,,
6287,"Eteone foliosa","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,foliosa,,Medium-large(21-50cm),,,,,,,,Solitary,,,,,," ",,,,,,,,,,,"Insufficient info.",,,,"Predator, Scavenger",,"Swimmer, Crawler, Burrower",,,,,,
6288,"Eteone longa","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,longa,,Small-medium(3-10cm),,,,,,,,Solitary,,,"1-2 years","<1 year",," ",,,,,,,"2-10 days",,,,"Insufficient info.",,Planktotrophic,,"Predator, Scavenger",,"Swimmer, Crawler, Burrower",,,,,,
6042,"Eteone spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,,"Small invertebrates",Medium-large(21-50cm),"High (>45 degrees)",Intermediate,"Free living",,"Not researched",1km-10km,Independent,Solitary,0,"Not researched","1-2 years","<1 year","Not researched",,"April to May","April to May","Insufficient information","120-150 &#181;m",External,"Not researched","11-30 days","Water column","Not researched","Not researched",,,Planktotrophic,Infaunal,"Predator, Scavenger","Vermiform segmented",Burrower,,Gonochoristic,,"Gravel / shingle, Mud, Crevices / fissures, Algae",,
6289,"Eualus pusiolus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Decapoda,Hippolytidae,Eualus,pusiolus,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,"0 - 500 m",,,,,,,,,,,,,
6290,"Euclymene lumbricoides","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Capitellida,Maldanidae,Euclymene,lumbricoides,,"Medium(11-20 cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6291,"Euclymene robusta","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Capitellida,Maldanidae,Euclymene,robusta,,"Medium(11-20 cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6069,"Euclymene spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Annelida,Polychaeta,Capitellida,Euclymeninae,Euclymene,,"Detritus, protists and bacteria","Medium(11-20 cm)","High (>45 degrees)",Intermediate,Tubiculous,,"Not researched",100-1000m,,Solitary,1,"Not researched","3-5 years",,"Not researched",,,,,,,"Not researched",,,"Not researched","Not researched",,,"Lecithotrophic, Direct Development, Brooding",Infaunal,"Sub-surface deposit feeder",,,,Gonochoristic,,"Algae, Mud",,
6292,"Eudorella emarginata","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Cumacea,Leuconidae,Eudorella,emarginata,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,,"Surface deposit feeder, Sub-surface deposit feeder",,,,,,,,
6293,"Eudorella truncatula","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Cumacea,Leuconidae,Eudorella,truncatula,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,,"Surface deposit feeder, Sub-surface deposit feeder",,,,,,,,
6294,"Eulalia bilineata","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eulalia,bilineata,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6295,"Eulalia mustela","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eulalia,mustela,,"Medium(11-20 cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,"Predator, Scavenger",,"Swimmer, Crawler, Burrower",,,,,,
6045,"Eulalia spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Annelida,Polychaeta,Phyllodocida,Eulalia,,,"Small invertebrates","Medium(11-20 cm)","High (>45 degrees)",Intermediate,"Free living",,"Not researched",100-1000m,,Solitary,0,"Not researched","6-10 years","<1 year","Not researched",,"January to August","July to August","Insufficient information","80-125 &#181;m",External,"Not researched","1-2 months","As adult","Not researched","Not researched",,,"Oviparous, Planktotrophic, Lecithotrophic",Epibenthic,"Predator, Scavenger","Vermiform segmented",Crawler,,,,"Bedrock, Large to very large boulders, Cobbles, Pebbles, Gravel / shingle, Small boulders, Algae, Other species (see additional information)",,
6296,"Eulalia viridis","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eulalia,viridis,,"Medium(11-20 cm)",,,,,,,,,,,"6-10 years","<1 year",," ",,,,,,,,,,,,,,,"Predator, Scavenger",,,,,,,,
6297,"Eulima bilineata","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Gastropoda,Mesogastropoda,Eulimidae,Eulima,bilineata,,Small(1-2cm),,,,,,,,,,,,,," ",,,,,,,,,,"20 - 250 m",,,,,,,,,,,,,
6298,"Eumida sanguinea","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eumida,sanguinea,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6046,"Eumida spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eumida,,"Small invertebrates",Small-medium(3-10cm),"High (>45 degrees)",Intermediate,"Free living",,"Not researched",100-1000m,,Solitary,0,"Not researched","Insufficient information","Insufficient information","Not researched",,"May to July","July to August","Insufficient information","ca 100 &#181;m",External,"Not researched","1-2 months","Insufficient information","Not researched","Not researched",,,"Planktotrophic, Lecithotrophic",Infaunal,Predator,"Vermiform segmented",Crawler,,Gonochoristic,,Algae,,
6299,"Eunereis longissima","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Nereididae,Eunereis,longissima,,Medium-large(21-50cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
4106,"Eunicella verrucosa","Dr Keith Hiscock",<em>MarLIN</em>,"This information is not refereed.",Cnidaria,Octocorallia,Gorgonacea,Plexauridae,Eunicella,verrucosa,"Suspended matter including plankton",Medium-large(21-50cm),"High (>45 degrees)",Intermediate,Attached,"Not relevant","10 mm/year",None,Independent,Colonial,0,,"21-100 years","Insufficient information","Insufficient information","Annual episodic","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information",100-1000m,"Not relevant","Insufficient information","Not researched","4m to at least 50m","Non-migratory / Resident","Upper Circalittoral, Lower Circalittoral",Lecithotrophic,"Epibenthic, Epifaunal","Passive suspension feeder","Arborescent / Arbuscular","Permanent attachment","Open coast, Offshore seabed, Strait / sound","Insufficient information","Full (30-40 psu)","Artificial (e.g. metal/wood/concrete), Bedrock, Large to very large boulders","Moderately Strong (1-3 kn)","Very Exposed, Moderately Exposed, Exposed, Sheltered"
6300,"Eunoe nodosa","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Polynoidae,Eunoe,nodosa,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6301,"Eupolymnia nebulosa","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Terebellida,Terebellidae,Eupolymnia,nebulosa,,"Medium(11-20 cm)",,,,,,,,,,,,,," ",,,"60,000","190 &#181;m diameter",,,,,,,,,,,,,,,,,,,
4385,"Eurydice pulchra","Lizzie Tyler","University of Sheffield","This information is not refereed.",Crustacea,Eumalacostraca,Isopoda,Cirolanidae,Eurydice,pulchra,"Other infaunal invertebrates associated with sandy shores and dead organic material.","Very small(<1cm)","High (>45 degrees)",Intermediate,"Free living",,"0.3 mm/month",1km-10km,Independent,Gregarious,0,,"1-2 years",,"<1 year","Annual episodic","See additional information","Not relevant",32,,Internal,100-1000m,,"As adult","Not researched",,Diel,"Upper Eulittoral, Mid Eulittoral, Lower Eulittoral, Sublittoral Fringe",Ovoviviparous,Infaunal,"Predator, Scavenger",Articulate,"Swimmer, Burrower","Estuary, Open coast, Strait / sound, Enclosed coast / Embayment",Gonochoristic,"Full (30-40 psu)","Coarse clean sand, Fine clean sand",,"Exposed, Moderately Exposed"
6302,"Eurynome aspera","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Decapoda,Majidae,Eurynome,aspera,,Small(1-2cm),,,,,,,,,,,,,," ",,,,,,,,,,"2 - 120 m",,,,,,,,,,,,,
6148,"Eurysyllis spp.","Sean Lindsley-Leake",MarLIN,"This information is not refereed",Annelida,Polychaeta,Phyllodocida,Syliidae,Eurysyllis,,,"Very small(<1cm)","High (>45 degrees)",Fragile,"Free living",,,,,Solitary,1,,"Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information",External,"Insufficient information","Insufficient information","Water column",,,,,"Insufficient information",,,,"Crawler, Burrower",,"Insufficient information",,,,
6303,"Eusirus longipes","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Eusiridae,Eusirus,longipes,,Small(1-2cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6304,"Eusyllis blomstrandi","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Syllidae,Eusyllis,blomstrandi,,Small(1-2cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,"Predator, Scavenger",,"Swimmer, Crawler, Burrower, Temporary attachment",,,,,,
6305,"Exogone hebes","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,hebes,,Small(1-2cm),,,,,,,,Solitary,,,,,," ",,,,,,,,,,,,,,,"Predator, Scavenger",,"Swimmer, Crawler",,,,,,
6306,"Exogone naidina","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,naidina,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,"Swimmer, Crawler",,,,,,
6054,"Exogone spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,,"Small invertebrates, detritus, algae, larvae.","Very small(<1cm)","High (>45 degrees)",Fragile,"Free living",,"Not researched",100-1000m,,Solitary,0,"Not researched","Insufficient information","Insufficient information","Not researched",,August,August,30-40,"100 &#181;m",,"Not researched","Not relevant","Water column","Not researched","Not researched",,,"Direct Development, Lecithotrophic",Epifaunal,"Predator, Herbivore, Detritivore","Vermiform segmented",,,Gonochoristic,,"Coarse clean sand, Gravel / shingle, Algae, Other species (see additional information)",,
6307,"Exogone verugera","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,verugera,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,"Swimmer, Crawler",,,,,,
6308,"Facelina bostoniensis","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Gastropoda,Nudibranchia,Facelinidae,Facelina,bostoniensis,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
4340,"Flustra foliacea","Lizzie Tyler","University of Sheffield","This information is not refereed.",Bryozoa,Gymnolaemata,Cheilostomatida,Flustridae,Flustra,foliacea,"Phytoplankton, detritus and dissolved organic matter.","Medium(11-20 cm)","High (>45 degrees)",Fragile,Attached,"Not relevant","1.6-3 cm / year",None,Independent,Colonial,0,,"6-10 years","< 1 year","1-2 years","Annual episodic","August to April","Insufficient information","10000 (additional information)",,Internal,"See additional information","<1 day","As adult","Not researched",,"Non-migratory / Resident","Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral",Lecithotrophic,"Epibenthic, Epifaunal, Epilithic","Passive suspension feeder, Active suspension feeder","Turf, Foliose, Crustose hard","Permanent attachment","Open coast, Offshore seabed, Strait / sound, Sealoch, Ria / Voe","Permanent hermaphrodite","Full (30-40 psu)","Bedrock, Large to very large boulders, Mixed, Small boulders, Cobbles","Very Strong (>6 kn), Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn)","Very Exposed, Exposed, Moderately Exposed, Sheltered"
4205,"Fucus ceranoides","Nicola White",<em>MarLIN</em>,"Dr Graham Scott",Chromophycota,Phaeophyceae,Fucales,Fucaceae,Fucus,ceranoides,"Not relevant",Large(>50cm),"High (>45 degrees)",Intermediate,Attached,"Not relevant","Insufficient information",None,Independent,Solitary,0,,"3-5 years","Insufficient information","Insufficient information","Annual episodic","Insufficient information","Not relevant","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Not researched","Not relevant","Non-migratory / Resident","Upper Eulittoral, Mid Eulittoral","Insufficient information",Epifloral,Photoautotroph,Foliose,"Permanent attachment","Estuary, Strait / sound, Sealoch, Ria / Voe, Open coast",Gonochoristic,"Reduced (18-30 psu), Low (<18 psu)","Bedrock, Large to very large boulders, Small boulders, Cobbles, Pebbles, Gravel / shingle","Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn), Very Weak (negligible)","Sheltered, Very Sheltered"
