bta_name,aphia_id,taxon_level,genus,family,order,class,phylum,n_sites,total_abund,in_biotic,Size,LifeSpan,feedingmethod,mobility,growthform,Bioturbator,bio_none,bio_biodiff,bio_upward,bio_downward,bio_bioirr,bio_surf_mod,size<5,size_5_10,size_10_20,size_20_40,size_40_80,size>80,life<1,life_1_3,life_3_5,life_5_10,life>10,feed_deposit,feed_suspension,feed_detritus,feed_scavenger,feed_grazer,feed_predator,morph_soft,morph_tunic,morph_exoskeleton,morph_crustose,morph_cushion,morph_stalked,morph_endoskeleton,mob_fixed,mob_limited,mob_slow,mob_mobile
Ampelisca tenuicornis,101930,species,Ampelisca,Ampeliscidae,Amphipoda,Malacostraca,Arthropoda,32,81,TRUE,Small-medium(3-10cm),1-2 years,"Passive suspension feeder, Active suspension feeder, Surface deposit feeder, Sub-surface deposit feeder","Swimmer, Burrower, Temporary attachment",Articulate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lumbrineridae,967,family,NA,Lumbrineridae,Eunicida,Polychaeta,Annelida,39,80,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Balanus balanus,106213,species,Balanus,Balanidae,Balanomorpha,Thecostraca,Arthropoda,7,78,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thracioidea,382318,genus,NA,NA,NA,Bivalvia,Mollusca,17,78,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malmgrenia marphysae,152267,species,Malmgrenia,Polynoidae,Phyllodocida,Polychaeta,Annelida,15,76,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Varicorbula gibba,378492,species,Varicorbula,Corbulidae,Myida,Bivalvia,Mollusca,27,75,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dosinia lupinus,141912,species,Dosinia,Veneridae,Venerida,Bivalvia,Mollusca,26,73,FALSE,Small-medium(3-10cm),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nucula hanleyi,140588,species,Nucula,Nuculidae,Nuculida,Bivalvia,Mollusca,19,73,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hiatella arctica,140103,species,Hiatella,Hiatellidae,Adapedonta,Bivalvia,Mollusca,32,71,TRUE,Small-medium(3-10cm),NA,"Passive suspension feeder, Active suspension feeder",Permanent attachment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euspira nitida,151894,species,Euspira,Naticidae,Littorinimorpha,Gastropoda,Mollusca,36,70,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphaerodorum gracilis,131100,species,Sphaerodorum,Sphaerodoridae,Phyllodocida,Polychaeta,Annelida,11,70,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ampharete lindstroemi,129781,species,Ampharete,Ampharetidae,Terebellida,Polychaeta,Annelida,29,67,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nephtys hombergii,130359,species,Nephtys,Nephtyidae,Phyllodocida,Polychaeta,Annelida,40,67,TRUE,Medium(11-20 cm),3-5 years,"Predator, Scavenger","Swimmer, Crawler, Burrower",Vermiform segmented,Diffusive mixing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gari tellinella,140873,species,Gari,Psammobiidae,Cardiida,Bivalvia,Mollusca,12,66,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polygordius,129472,genus,Polygordius,Polygordiidae,NA,Polychaeta,Annelida,10,65,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Urothoe elegans,103228,species,Urothoe,Urothoidae,Amphipoda,Malacostraca,Arthropoda,18,65,TRUE,Very small(<1cm),NA,"Surface deposit feeder, Sub-surface deposit feeder","Swimmer, Burrower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Protodorvillea kefersteini,130041,species,Protodorvillea,Dorvilleidae,Eunicida,Polychaeta,Annelida,14,64,TRUE,NA,NA,"Predator, Scavenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoprotella phasma,101871,species,Pseudoprotella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,11,62,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apherusa bispinosa,102160,species,Apherusa,Calliopiidae,Amphipoda,Malacostraca,Arthropoda,9,61,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cylichna cylindracea,139476,species,Cylichna,Cylichnidae,Cephalaspidea,Gastropoda,Mollusca,34,61,FALSE,Small(1-2cm),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynoidae,939,family,NA,Polynoidae,Phyllodocida,Polychaeta,Annelida,31,61,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grania,137349,genus,Grania,Enchytraeidae,Enchytraeida,Clitellata,Annelida,8,60,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veneridae,243,family,NA,Veneridae,Venerida,Bivalvia,Mollusca,7,60,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euclymene oerstedii,130294,species,Euclymene,Maldanidae,NA,Polychaeta,Annelida,15,59,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Socarnes erythrophthalmus,148560,species,Socarnes,Lysianassidae,Amphipoda,Malacostraca,Arthropoda,7,59,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anomia ephippium,138748,species,Anomia,Anomiidae,Pectinida,Bivalvia,Mollusca,11,58,TRUE,Small-medium(3-10cm),NA,"Passive suspension feeder, Active suspension feeder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nereiphylla rubiginosa,130659,species,Nereiphylla,Phyllodocidae,Phyllodocida,Polychaeta,Annelida,16,58,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thracia phaseolina,152378,species,Thracia,Thraciidae,NA,Bivalvia,Mollusca,17,58,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphaerosyllis,129677,genus,Sphaerosyllis,Syllidae,Phyllodocida,Polychaeta,Annelida,9,57,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ampelisca diadema,101896,species,Ampelisca,Ampeliscidae,Amphipoda,Malacostraca,Arthropoda,25,56,TRUE,Small(1-2cm),1-2 years,"Passive suspension feeder, Active suspension feeder","Swimmer, Burrower, Temporary attachment",Articulate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abludomelita obtusata,102788,species,Abludomelita,Melitidae,Amphipoda,Malacostraca,Arthropoda,27,55,TRUE,Very small(<1cm),NA,"Surface deposit feeder, Sub-surface deposit feeder","Swimmer, Burrower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysidice unicornis,742232,species,Lysidice,Eunicidae,Eunicida,Polychaeta,Annelida,20,54,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harmothoe impar,130770,species,Harmothoe,Polynoidae,Phyllodocida,Polychaeta,Annelida,15,52,TRUE,Small(1-2cm),NA,"Predator, Scavenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ophiocomina nigra,125027,species,Ophiocomina,Ophiotomidae,Ophiacanthida,Ophiuroidea,Echinodermata,7,52,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polycarpa,103538,genus,Polycarpa,Styelidae,Stolidobranchia,Ascidiacea,Chordata,9,52,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glycera alba,130116,species,Glycera,Glyceridae,Phyllodocida,Polychaeta,Annelida,29,51,TRUE,Small-medium(3-10cm),NA,"Predator, Scavenger","Swimmer, Burrower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prionospio cirrifera,131153,species,Prionospio,Spionidae,Spionida,Polychaeta,Annelida,24,51,FALSE,NA,1 year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chone filicaudata,130890,species,Chone,Sabellidae,Sabellida,Polychaeta,Annelida,8,49,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macrochaeta,129141,genus,Macrochaeta,Acrocirridae,Terebellida,Polychaeta,Annelida,10,48,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pisione remota,130707,species,Pisione,Sigalionidae,Phyllodocida,Polychaeta,Annelida,8,48,TRUE,Small-medium(3-10cm),NA,"Predator, Scavenger",Burrower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudosyllis brevipennis,131373,species,Pseudosyllis,Syllidae,Phyllodocida,Polychaeta,Annelida,13,48,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Testudinalia testudinalis,234208,species,Testudinalia,Lottiidae,Nacellida,Gastropoda,Mollusca,7,48,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Modiolus modiolus,140467,species,Modiolus,Modiolidae,Mytilida,Bivalvia,Mollusca,13,47,TRUE,Medium(11-20 cm),51-100 years,"Passive suspension feeder, Active suspension feeder","Temporary attachment, Permanent attachment",Bivalved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptocheirus hirsutimanus,102036,species,Leptocheirus,Corophiidae,Amphipoda,Malacostraca,Arthropoda,9,46,FALSE,Very small(<1cm),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphiura chiajei,125073,species,Amphiura,Amphiuridae,Amphilepidida,Ophiuroidea,Echinodermata,31,45,TRUE,Small-medium(3-10cm),6-10 years,"Surface deposit feeder, Sub-surface deposit feeder","Crawler, Burrower","Stellate, Radial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaetozone zetlandica,336485,species,Chaetozone,Cirratulidae,Terebellida,Polychaeta,Annelida,27,44,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ophiura,123574,genus,Ophiura,Ophiuridae,Ophiurida,Ophiuroidea,Echinodermata,9,43,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animoceradocus semiserratus,531364,species,Animoceradocus,Maeridae,Amphipoda,Malacostraca,Arthropoda,13,42,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascidiidae,103443,family,NA,Ascidiidae,Phlebobranchia,Ascidiacea,Chordata,9,42,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cochlodesma praetenue,181373,species,Cochlodesma,Periplomatidae,NA,Bivalvia,Mollusca,12,42,FALSE,Small-medium(3-10cm),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dipolydora coeca,131117,species,Dipolydora,Spionidae,Spionida,Polychaeta,Annelida,25,42,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spisula solida,140301,species,Spisula,Mactridae,Venerida,Bivalvia,Mollusca,12,42,TRUE,Small-medium(3-10cm),6-10 years,"Passive suspension feeder, Active suspension feeder","Crawler, Burrower",Bivalved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mytilus edulis,140480,species,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,4,41,TRUE,Medium(11-20 cm),21-50 years,"Passive suspension feeder, Active suspension feeder","Temporary attachment, Permanent attachment",Bivalved,Not relevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ophiuridae,123200,family,NA,Ophiuridae,Ophiurida,Ophiuroidea,Echinodermata,18,41,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scoletoma fragilis,130261,species,Scoletoma,Lumbrineridae,Eunicida,Polychaeta,Annelida,25,41,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thracia,138549,genus,Thracia,Thraciidae,NA,Bivalvia,Mollusca,7,38,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chamelea striatula,141908,species,Chamelea,Veneridae,Venerida,Bivalvia,Mollusca,11,37,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phaxas pellucidus,140737,species,Phaxas,Pharidae,Adapedonta,Bivalvia,Mollusca,22,37,TRUE,Small-medium(3-10cm),Insufficient information,"Passive suspension feeder, Active suspension feeder",Burrower,Bivalved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scoloplos armiger,130537,species,Scoloplos,Orbiniidae,NA,Polychaeta,Annelida,21,37,TRUE,Medium(11-20 cm),3-5 years,"Surface deposit feeder, Sub-surface deposit feeder",Burrower,Vermiform segmented,Diffusive mixing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ampelisca brevicornis,101891,species,Ampelisca,Ampeliscidae,Amphipoda,Malacostraca,Arthropoda,21,36,TRUE,Small(1-2cm),1-2 years,"Passive suspension feeder, Active suspension feeder, Surface deposit feeder, Sub-surface deposit feeder","Swimmer, Crawler",Articulate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harmothoe,129491,genus,Harmothoe,Polynoidae,Phyllodocida,Polychaeta,Annelida,21,36,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parvicardium scabrum,139012,species,Parvicardium,Cardiidae,Cardiida,Bivalvia,Mollusca,17,36,TRUE,Small(1-2cm),NA,"Passive suspension feeder, Active suspension feeder",Burrower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ampelisca,101445,genus,Ampelisca,Ampeliscidae,Amphipoda,Malacostraca,Arthropoda,22,35,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ampharetidae,981,family,NA,Ampharetidae,Terebellida,Polychaeta,Annelida,19,34,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arctica islandica,138802,species,Arctica,Arcticidae,Venerida,Bivalvia,Mollusca,19,34,TRUE,Medium(11-20 cm),100+ years,"Passive suspension feeder, Active suspension feeder, Surface deposit feeder, Sub-surface deposit feeder",Burrower,Bivalved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ostracoda,1078,class,NA,NA,NA,Ostracoda,Arthropoda,10,34,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Exogone dispar,333453,species,Exogone,Syllidae,Phyllodocida,Polychaeta,Annelida,6,33,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magelona alleni,130266,species,Magelona,Magelonidae,NA,Polychaeta,Annelida,19,32,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascidiacea,1839,class,NA,NA,NA,Ascidiacea,Chordata,9,31,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euclymene,129347,genus,Euclymene,Maldanidae,NA,Polychaeta,Annelida,13,31,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gastropoda,101,class,NA,NA,NA,Gastropoda,Mollusca,8,31,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hesiospina aurantiaca,333615,species,Hesiospina,Hesionidae,Phyllodocida,Polychaeta,Annelida,9,31,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oweniidae,975,family,NA,Oweniidae,NA,Polychaeta,Annelida,17,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
